202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
200	211	255	1
199	210	254	1
199	210	254	1
198	209	253	1
198	209	253	1
71	82	120	1
71	82	120	1
71	82	120	1
72	83	121	1
73	84	122	1
74	85	123	1
74	85	123	1
74	85	123	1
71	82	120	1
72	83	121	1
72	83	121	1
72	83	121	1
73	84	122	1
73	84	122	1
73	84	122	1
74	85	123	1
76	84	124	1
77	85	125	1
78	86	126	1
76	84	124	1
74	82	122	1
74	82	122	1
76	84	124	1
78	86	126	1
81	89	129	1
82	90	130	1
84	92	132	1
84	92	132	1
83	91	131	1
82	90	130	1
84	92	132	1
86	94	134	1
82	90	130	1
83	91	131	1
84	92	132	1
85	93	133	1
85	93	133	1
85	93	133	1
84	92	132	1
84	92	132	1
82	90	130	1
81	89	129	1
79	87	127	1
79	87	127	1
81	89	129	1
82	90	130	1
81	89	129	1
79	89	129	1
83	93	133	1
81	93	133	1
82	94	134	1
82	94	134	1
82	94	134	1
81	93	133	1
80	92	132	1
80	92	132	1
79	91	131	1
79	91	131	1
79	91	131	1
79	91	131	1
79	91	131	1
79	91	131	1
79	91	131	1
77	92	131	1
75	90	129	1
75	90	129	1
78	88	128	1
79	87	127	1
80	86	129	1
79	85	128	1
75	84	128	1
69	85	128	1
65	86	131	1
158	183	227	1
151	180	225	1
153	184	229	1
158	187	232	1
166	190	236	1
168	188	236	1
170	190	238	1
173	191	244	1
175	193	246	1
179	197	250	1
185	202	253	1
188	205	254	1
192	208	255	1
194	209	255	1
196	209	253	1
203	212	255	1
208	217	255	1
215	223	255	1
221	227	255	1
225	230	255	1
223	228	255	1
222	225	255	1
218	223	255	1
209	215	250	1
208	216	253	1
209	217	254	1
209	217	254	1
209	217	254	1
209	217	254	1
208	216	253	1
208	216	253	1
208	216	253	1
208	216	253	1
208	216	253	1
207	215	252	1
206	214	251	1
205	213	250	1
205	213	250	1
203	212	249	1
207	216	253	1
205	217	253	1
205	217	253	1
206	218	254	1
206	218	254	1
207	219	255	1
207	218	255	1
207	218	255	1
204	215	253	1
204	215	253	1
204	214	254	1
203	213	253	1
203	213	253	1
203	213	253	1
203	212	255	1
203	212	255	1
207	215	255	1
207	215	255	1
206	214	254	1
206	214	254	1
206	214	254	1
206	214	254	1
205	213	253	1
205	213	253	1
201	209	249	1
204	212	252	1
207	215	255	1
208	216	255	1
208	216	255	1
207	215	255	1
207	215	255	1
208	217	255	1
205	217	253	1
205	217	251	1
206	218	252	1
207	219	253	1
207	219	255	1
207	219	255	1
206	217	255	1
206	217	255	1
205	215	255	1
205	215	255	1
204	214	254	1
203	213	253	1
202	211	254	1
203	212	255	1
203	212	255	1
203	212	255	1
205	215	255	1
205	215	255	1
204	214	254	1
203	213	253	1
202	212	252	1
200	210	250	1
199	209	249	1
199	209	249	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	213	255	1
201	212	255	1
